Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales (in millions),EU_Sales (in millions),JP_Sales (in millions),Other_Sales (in millions),Global_Sales (in millions),Critic_Score,User_Score,Developer,Rating
2002 FIFA World Cup,GC,1970,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78.0,77.0,EA Sports,E
2010 FIFA World Cup South Africa,PS3,1970,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,82.0,78.0,EA Canada,E
2010 FIFA World Cup South Africa,X360,1970,Sports,Electronic Arts,0.32,0.42,0.02,0.09,0.85,83.0,81.0,Electronic Arts,E
2010 FIFA World Cup South Africa,PSP,1970,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,69.0,74.0,Electronic Arts,E
2010 FIFA World Cup South Africa,Wii,1970,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70.0,67.0,Electronic Arts,E
2014 FIFA World Cup Brazil,PS3,1970,Sports,Electronic Arts,0.15,0.36,0.01,0.09,0.61,73.0,43.0,EA Canada,E
2014 FIFA World Cup Brazil,X360,1970,Sports,Electronic Arts,0.15,0.25,0.0,0.03,0.42,74.0,44.0,EA Canada,E
24: The Game,PS2,1970,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,62.0,82.0,SCE Studio Cambridge,M
25 to Life,PS2,1970,Shooter,Eidos Interactive,0.35,0.01,0.0,0.06,0.42,39.0,49.0,"Ritual Entertainment, Avalanche Software",M
25 to Life,XB,1970,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,41.0,72.0,"Ritual Entertainment, Avalanche Software",M
300: March to Glory,PSP,1970,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.07,0.41,55.0,71.0,Collision Studios,M
3D Dot Game Heroes,PS3,1970,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,77.0,80.0,Silicon Studio,E10+
4x4 EVO 2,XB,1970,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24,59.0,62.0,Terminal Reality,E
50 Cent: Blood on the Sand,X360,1970,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,71.0,64.0,Swordfish Studios,M
50 Cent: Blood on the Sand,PS3,1970,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,72.0,72.0,Swordfish Studios,M
50 Cent: Bulletproof,PS2,1970,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47.0,66.0,Genuine Games,M
50 Cent: Bulletproof,XB,1970,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,50.0,59.0,Genuine Games,M
7 Days to Die,PS4,1970,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,45.0,59.0,The Fun Pimps Entertainment LLC,M
7 Days to Die,XOne,1970,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05,35.0,52.0,The Fun Pimps Entertainment LLC,M
7 Wonders of the Ancient World,DS,1970,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13,60.0,83.0,Hot Lava Games,E
7th Dragon III Code: VFD,3DS,1970,Role-Playing,Sega,0.04,0.0,0.12,0.0,0.17,77.0,82.0,Sega,T
A Boy and His Blob,Wii,1970,Platform,Majesco Entertainment,0.18,0.01,0.0,0.01,0.21,80.0,87.0,WayForward,E
A Vampyre Story,PC,1970,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02,75.0,85.0,Autumn Moon,T
A Witch's Tale,DS,1970,Role-Playing,Nippon Ichi Software,0.08,0.0,0.03,0.01,0.11,50.0,62.0,"Nippon Ichi Software, Hit Maker",E10+
AC/DC LIVE: Rock Band Track Pack,PS3,1970,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24,60.0,53.0,Harmonix Music Systems,T
AC/DC LIVE: Rock Band Track Pack,X360,1970,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,63.0,49.0,Harmonix Music Systems,T
Academy of Champions: Soccer,Wii,1970,Sports,Ubisoft,0.09,0.02,0.0,0.01,0.12,64.0,68.0,Ubisoft Vancouver,E
Ace Attorney Investigations: Miles Edgeworth,DS,1970,Adventure,Capcom,0.23,0.14,0.3,0.04,0.7,78.0,84.0,Capcom,T
Ace Combat 04: Shattered Skies,PS2,1970,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,91.0,Namco,E
Ace Combat 2,PS,1970,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,83.0,82.0,Namco,T
Ace Combat 5: The Unsung War,PS2,1970,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,84.0,91.0,Namco,T
Ace Combat 6: Fires of Liberation,X360,1970,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80.0,79.0,Project Aces,T
Ace Combat X: Skies of Deception,PSP,1970,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75.0,83.0,Project Aces,T
Ace Combat Zero: The Belkan War,PS2,1970,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51,75.0,84.0,Namco,T
Ace Combat: Assault Horizon,PS3,1970,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77.0,67.0,Project Aces,T
Ace Combat: Assault Horizon,X360,1970,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78.0,62.0,Project Aces,T
Ace Combat: Assault Horizon Legacy,3DS,1970,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71.0,78.0,Project Aces,T
Ace Combat: Joint Assault,PSP,1970,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71.0,72.0,Project Aces,T
Active Life: Outdoor Challenge,Wii,1970,Sports,Atari,0.78,0.43,0.19,0.14,1.54,69.0,81.0,h.a.n.d. Inc.,E
Activision Anthology,PS2,1970,Misc,Activision,0.25,0.19,0.0,0.06,0.5,75.0,77.0,Contraband Entertainment,E
Advance Wars,GBA,1970,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7,92.0,90.0,Intelligent Systems,E
Advance Wars 2: Black Hole Rising,GBA,1970,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,89.0,94.0,Intelligent Systems,E
Advance Wars: Dual Strike,DS,1970,Strategy,Nintendo,0.3,0.02,0.04,0.03,0.39,90.0,90.0,Intelligent Systems,E
Advent Rising,XB,1970,Action,THQ,0.1,0.03,0.0,0.0,0.13,68.0,75.0,GlyphX Games,T
Adventure Time: The Secret of the Nameless Kingdom,3DS,1970,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,56.0,WayForward,E10+
Adventure Time: The Secret of the Nameless Kingdom,X360,1970,Action,Little Orbit,0.0,0.05,0.0,0.0,0.06,58.0,75.0,WayForward,E10+
Aedis Eclipse: Generation of Chaos,PSP,1970,Role-Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02,62.0,65.0,"Neverland, Idea Factory",E10+
Aegis of Earth: Protonovus Assault,PS4,1970,Action,PQube,0.02,0.0,0.0,0.0,0.03,57.0,78.0,Acquire,T
Aeon Flux,PS2,1970,Action,THQ,0.02,0.02,0.0,0.01,0.04,66.0,58.0,Terminal Reality,T
Aeon Flux,XB,1970,Action,THQ,0.01,0.0,0.0,0.0,0.01,69.0,30.0,Terminal Reality,T
Aero Elite: Combat Academy,PS2,1970,Simulation,Sega,0.04,0.03,0.0,0.01,0.07,64.0,70.0,Sega AM2,E
Afrika,PS3,1970,Adventure,Unknown,0.12,0.0,0.08,0.01,0.22,63.0,62.0,Rhino Studios,E10+
Afro Samurai,X360,1970,Action,Atari,0.16,0.05,0.0,0.02,0.24,65.0,62.0,"Namco Bandai Games America, Namco Bandai Games",M
Afro Samurai,PS3,1970,Action,Atari,0.12,0.05,0.0,0.03,0.2,65.0,61.0,"Namco Bandai Games America, Namco Bandai Games",M
Agatha Christie: And Then There Were None,Wii,1970,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.07,50.0,62.0,AWE Games,T
Agatha Christie: Evil Under the Sun,Wii,1970,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08,46.0,73.0,AWE Games,T
Agatha Christie: The ABC Murders,DS,1970,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,53.0,65.0,Dreamcatcher,T
Agatha Christie's The ABC Murders,PS4,1970,Adventure,Microids,0.01,0.01,0.0,0.0,0.03,67.0,62.0,Microids,T
Age of Conan: Rise of the Godslayer,PC,1970,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,83.0,84.0,Funcom,M
Age of Empires II: The Age of Kings,PC,1970,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.01,0.09,92.0,90.0,Ensemble Studios,T
Age of Empires III,PC,1970,Strategy,Microsoft Game Studios,0.0,0.33,0.0,0.05,0.38,81.0,77.0,Ensemble Studios,T
Age of Empires III: The Asian Dynasties,PC,1970,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,85.0,Big Huge Games,T
Age of Empires Online,PC,1970,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70.0,56.0,Gas Powered Games,E10+
Age of Empires: Mythologies,DS,1970,Strategy,THQ,0.16,0.03,0.0,0.02,0.21,78.0,69.0,Griptonite Games,E10+
Age of Empires: The Age of Kings,DS,1970,Strategy,THQ,0.18,0.02,0.0,0.02,0.22,80.0,79.0,Backbone Entertainment,E10+
Age of Mythology,PC,1970,Strategy,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09,89.0,89.0,Ensemble Studios,T
Age of Mythology: The Titans,PC,1970,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,84.0,87.0,Ensemble Studios,T
Aggressive Inline,PS2,1970,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,85.0,87.0,"Z-Axis, Ltd.",T
Aggressive Inline,XB,1970,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,85.0,77.0,"Z-Axis, Ltd.",T
Aggressive Inline,GC,1970,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,88.0,78.0,"Z-Axis, Ltd.",T
Air Conflicts: Secret Wars,PC,1970,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03,65.0,64.0,Games Farm,T
Airblade,PS2,1970,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,70.0,58.0,Criterion Games,T
Airborne Troops: Countdown to D-Day,PS2,1970,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,39.0,81.0,WideScreen Games,T
AirForce Delta Storm,XB,1970,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,61.0,71.0,KCE Studios,E
AirForce Delta Strike,PS2,1970,Simulation,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,66.0,70.0,KCE Studios,T
Airline Tycoon 2,PC,1970,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05,57.0,55.0,Kalypso,E
Alan Wake,X360,1970,Action,Microsoft Game Studios,0.66,0.5,0.05,0.13,1.33,83.0,81.0,Remedy Entertainment,T
Alan Wake,PC,1970,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,83.0,80.0,Remedy Entertainment,T
Alias,PS2,1970,Action,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,64.0,80.0,Acclaim Studios Cheltenham,T
Alias,XB,1970,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,64.0,60.0,Acclaim Studios Cheltenham,T
Alice in Wonderland,Wii,1970,Adventure,Disney Interactive Studios,0.25,0.21,0.0,0.05,0.51,69.0,74.0,Etranges Libellules,E10+
Alice: Madness Returns,PS3,1970,Adventure,Electronic Arts,0.22,0.24,0.04,0.08,0.58,70.0,79.0,Spicy Horse,M
Alice: Madness Returns,X360,1970,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,70.0,81.0,Spicy Horse,M
Alice: Madness Returns,PC,1970,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,75.0,84.0,Spicy Horse,M
Alien Hominid,PS2,1970,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,78.0,83.0,The Behemoth,T
Alien Hominid,GC,1970,Shooter,O3 Entertainment,0.07,0.02,0.0,0.0,0.09,78.0,85.0,The Behemoth,T
Alien Resurrection,PS,1970,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,61.0,75.0,Argonaut Games,M
Alien Syndrome,PSP,1970,Role-Playing,Sega,0.07,0.0,0.0,0.01,0.08,51.0,60.0,Totally Games,T
Alien Syndrome,Wii,1970,Role-Playing,Sega,0.05,0.0,0.0,0.0,0.06,48.0,71.0,Totally Games,T
Alien: Isolation,PS4,1970,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,79.0,81.0,Creative Assembly,M
Alien: Isolation,XOne,1970,Shooter,Sega,0.22,0.24,0.0,0.04,0.51,78.0,78.0,Creative Assembly,M
Alien: Isolation,PC,1970,Shooter,Sega,0.0,0.14,0.0,0.01,0.14,81.0,84.0,Creative Assembly,M
Aliens in the Attic,DS,1970,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,58.0,60.0,Engine Software,E10+
Aliens versus Predator: Extinction,PS2,1970,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,66.0,84.0,Zono Inc.,T
Aliens versus Predator: Extinction,XB,1970,Strategy,Electronic Arts,0.06,0.02,0.0,0.0,0.08,64.0,77.0,Zono Inc.,T
Aliens vs Predator,X360,1970,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,64.0,73.0,Rebellion,M
Aliens vs Predator,PS3,1970,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,65.0,73.0,Rebellion,M
Aliens vs Predator,PC,1970,Shooter,Sega,0.0,0.17,0.0,0.02,0.19,68.0,74.0,Rebellion,M
Aliens vs Predator: Requiem,PSP,1970,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,49.0,56.0,Rebellion,T
Aliens: Colonial Marines,X360,1970,Shooter,Sega,0.36,0.34,0.0,0.07,0.77,48.0,38.0,Gearbox Software,M
Aliens: Colonial Marines,PS3,1970,Shooter,Sega,0.2,0.29,0.0,0.11,0.6,43.0,36.0,Gearbox Software,M
Aliens: Colonial Marines,PC,1970,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,45.0,35.0,Gearbox Software,M
Aliens: Infestation,DS,1970,Action,Sega,0.09,0.05,0.0,0.02,0.16,76.0,82.0,"Gearbox Software, WayForward",T
All-Pro Football 2K8,X360,1970,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,68.0,Visual Concepts,E10+
All-Pro Football 2K8,PS3,1970,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,73.0,73.0,Visual Concepts,E10+
All-Star Baseball 2002,PS2,1970,Sports,Acclaim Entertainment,0.27,0.21,0.0,0.07,0.56,77.0,76.0,Acclaim Studios Austin,E
All-Star Baseball 2002,GC,1970,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,66.0,56.0,Acclaim,E
All-Star Baseball 2003,PS2,1970,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81.0,84.0,Acclaim Studios Austin,E
All-Star Baseball 2003,XB,1970,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,79.0,81.0,Acclaim,E
All-Star Baseball 2003,GC,1970,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,83.0,80.0,Acclaim,E
All-Star Baseball 2004,PS2,1970,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,78.0,75.0,Acclaim Studios Austin,E
All-Star Baseball 2004,XB,1970,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,74.0,84.0,Acclaim,E
All-Star Baseball 2004,GC,1970,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,80.0,92.0,Acclaim,E
Alone in the Dark,X360,1970,Adventure,Atari,0.14,0.3,0.0,0.05,0.48,58.0,57.0,Eden Studios,M
Alone in the Dark,Wii,1970,Adventure,Atari,0.09,0.08,0.0,0.02,0.18,39.0,44.0,Hydravision,M
Alone in the Dark,PS2,1970,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,47.0,54.0,Hydravision,M
Alone in the Dark,PC,1970,Adventure,Atari,0.0,0.01,0.0,0.0,0.01,55.0,57.0,Eden Studios,M
Alone in the Dark: Inferno,PS3,1970,Adventure,Atari,0.09,0.03,0.0,0.02,0.13,69.0,56.0,Eden Studios,M
Alpha Protocol,PS3,1970,Role-Playing,Sega,0.19,0.17,0.0,0.07,0.43,64.0,69.0,Obsidian Entertainment,M
Alpha Protocol,X360,1970,Role-Playing,Sega,0.23,0.12,0.0,0.04,0.39,63.0,72.0,Obsidian Entertainment,M
Alpha Protocol,PC,1970,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03,72.0,75.0,Obsidian Entertainment,M
Alter Echo,PS2,1970,Shooter,THQ,0.06,0.05,0.0,0.02,0.13,62.0,70.0,Outrage Games,T
Alter Ego,PC,1970,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,59.0,58.0,"Viva Media, Viva Media, LLC",T
Altered Beast: Guardian of the Realms,GBA,1970,Action,THQ,0.07,0.02,0.0,0.0,0.09,63.0,48.0,3d6 Games,T
Alundra,PS,1970,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,86.0,90.0,Matrix Software,T
Alvin and the Chipmunks,PS2,1970,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,33.0,45.0,Sensory Sweep,E
Alvin and the Chipmunks,Wii,1970,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,30.0,36.0,Sensory Sweep,E
Amazing Island,GC,1970,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,59.0,66.0,Hitmaker,E
America's Army: Rise of a Soldier,XB,1970,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25,70.0,74.0,Secret Level,T
America's Army: True Soldiers,X360,1970,Shooter,Ubisoft,0.08,0.0,0.0,0.01,0.08,43.0,67.0,Red Storm Entertainment,T
America's Test Kitchen: Let's Get Cooking,DS,1970,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,56.0,Indies Zero,E
American Chopper,PS2,1970,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42,47.0,75.0,Creat Studios,T
American Chopper,XB,1970,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,44.0,59.0,Creat Studios,T
American Idol,PS2,1970,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55,41.0,48.0,Hothouse Creations,E
AMF Xtreme Bowling,PS2,1970,Sports,Mastertronic,0.01,0.01,0.0,0.0,0.02,30.0,42.0,"Atomic Planet Entertainment, Mud Duck Productions",E
Amped 2,XB,1970,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,80.0,77.0,Indie Built,E
Amped 3,X360,1970,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,72.0,71.0,2K Sports,T
Amped: Freestyle Snowboarding,XB,1970,Sports,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82,78.0,90.0,Indie Built,E
Amplitude,PS2,1970,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,86.0,88.0,Harmonix Music Systems,T
Anarchy Reigns,PS3,1970,Action,Sega,0.1,0.03,0.06,0.02,0.2,71.0,82.0,PlatinumGames,M
Anarchy Reigns,X360,1970,Action,Sega,0.12,0.02,0.02,0.01,0.17,73.0,79.0,PlatinumGames,M
Angry Birds Star Wars,PS3,1970,Strategy,Activision,0.1,0.14,0.0,0.05,0.29,49.0,36.0,Exient Entertainment,E
Angry Birds Star Wars,X360,1970,Strategy,Activision,0.16,0.1,0.0,0.02,0.28,59.0,56.0,Exient Entertainment,E
Angry Birds Star Wars,PS4,1970,Strategy,Activision,0.1,0.08,0.0,0.04,0.21,47.0,20.0,Exient Entertainment,E
Angry Birds Star Wars,XOne,1970,Strategy,Activision,0.11,0.04,0.0,0.02,0.16,53.0,69.0,Exient Entertainment,E
Angry Birds Trilogy,3DS,1970,Action,Activision,0.38,0.2,0.0,0.05,0.63,62.0,46.0,Exient Entertainment,E
Angry Birds Trilogy,X360,1970,Action,Activision,0.18,0.05,0.0,0.02,0.26,63.0,35.0,"Rovio Mobile, Rovio Entertainment",E
Angry Birds Trilogy,PS3,1970,Action,Activision,0.12,0.02,0.0,0.03,0.16,66.0,37.0,"Rovio Mobile, Rovio Entertainment",E
Anima - Gate of Memories,PS4,1970,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,52.0,79.0,"Edge Entertainment, Anima Project",T
Animal Crossing,GC,1970,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,89.0,Nintendo,E
Animal Crossing: Amiibo Festival,WiiU,1970,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,46.0,44.0,"Nintendo, Nd Cube",E
Animal Crossing: City Folk,Wii,1970,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,76.0,Nintendo,E
Animal Crossing: Happy Home Designer,3DS,1970,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,66.0,69.0,Nintendo,E
Animal Crossing: New Leaf,3DS,1970,Simulation,Nintendo,2.03,2.36,4.39,0.39,9.16,88.0,87.0,Nintendo,E
Animal Crossing: Wild World,DS,1970,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13,86.0,87.0,Nintendo,E
AniMates!,DS,1970,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,33.0,25.0,Dreamcatcher,E
Anno 1701: Dawn of Discovery,DS,1970,Simulation,Touchstone,0.07,0.05,0.0,0.01,0.13,78.0,75.0,Sunflowers Interactive,E
Anno 2070,PC,1970,Strategy,Ubisoft,0.0,1.13,0.0,0.29,1.43,83.0,70.0,"Blue Byte, Related Designs",T
Anno 2205,PC,1970,Strategy,Ubisoft,0.02,0.22,0.0,0.02,0.25,72.0,59.0,Blue Byte,E10+
Antz Extreme Racing,PS2,1970,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,31.0,50.0,Empire Interactive,E
Antz Extreme Racing,XB,1970,Racing,Empire Interactive,0.01,0.0,0.0,0.0,0.02,35.0,87.0,Supersonic Software,E
Anubis II,Wii,1970,Platform,Metro 3D,0.06,0.0,0.0,0.0,0.07,19.0,27.0,Data Design Interactive,E
Apache: Air Assault,PS3,1970,Simulation,Activision,0.11,0.06,0.0,0.03,0.2,66.0,61.0,Gaijin Entertainment,T
Apache: Air Assault,X360,1970,Simulation,Activision,0.12,0.03,0.0,0.01,0.16,70.0,64.0,Gaijin Entertainment,T
Apache: Air Assault,PC,1970,Simulation,Just Flight,0.0,0.03,0.0,0.0,0.03,64.0,75.0,Gaijin Entertainment,T
APB Reloaded,PC,1970,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,56.0,57.0,"Reloaded Productions, Reloaded Games Inc.",M
Ape Escape,PS,1970,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,90.0,88.0,SCEI,E
Ape Escape 2,PS2,1970,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,82.0,84.0,SCE Japan Studio,E
Ape Escape 3,PS2,1970,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,77.0,85.0,SCE Japan Studio,E10+
Ape Escape Academy,PSP,1970,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33,51.0,58.0,Shift,E10+
Ape Escape: On the Loose,PSP,1970,Platform,Sony Computer Entertainment,0.52,0.0,0.12,0.05,0.7,66.0,64.0,"SCEA, Sims",E
Apex,XB,1970,Racing,Atari,0.1,0.03,0.0,0.0,0.14,74.0,91.0,Milestone S.r.l,E
Apollo Justice: Ace Attorney,DS,1970,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78.0,81.0,Capcom,T
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,1970,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07,37.0,59.0,Creat Studios,M
Aquaman: Battle for Atlantis,GC,1970,Action,TDK Mediactive,0.01,0.0,0.0,0.0,0.01,27.0,31.0,TDK Mediactive,T
Aquapazza: Aquaplus Dream Match,PS3,1970,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,75.0,78.0,Examu,T
Ar Nosurge: Ode to an Unborn Star,PS3,1970,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,67.0,78.0,Gust,T
Ar tonelico Qoga: Knell of Ar Ciel,PS3,1970,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61.0,54.0,Gust,M
Ar tonelico: Melody of Elemia,PS2,1970,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,71.0,77.0,Gust,T
Arc Rise Fantasia,Wii,1970,Role-Playing,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,64.0,78.0,"Image Epoch, Imageepoch",T
Arc the Lad: End of Darkness,PS2,1970,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,59.0,42.0,Cattle Call,T
Arc the Lad: Twilight of the Spirits,PS2,1970,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36,72.0,82.0,Cattle Call,T
Arcana Heart,PS2,1970,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,77.0,81.0,Examu,T
Arcana Heart 3,PS3,1970,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,73.0,75.0,Examu,T
Arcania: Gothic 4,PC,1970,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,63.0,44.0,Spellbound,T
Arcania: Gothic 4,X360,1970,Role-Playing,JoWood Productions,0.04,0.04,0.01,0.01,0.09,64.0,52.0,Spellbound,T
Archer Maclean's Mercury,PSP,1970,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56,75.0,66.0,Awesome Studios,E
Arctic Thunder,PS2,1970,Racing,Midway Games,0.17,0.14,0.0,0.05,0.36,45.0,53.0,Inland Productions,T
Area 51,PS2,1970,Shooter,Midway Games,0.22,0.17,0.0,0.06,0.45,75.0,84.0,Midway Studios - Austin,M
Area 51,XB,1970,Shooter,Midway Games,0.22,0.06,0.0,0.01,0.29,72.0,81.0,Midway Studios - Austin,M
Arena Football,PS2,1970,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56,66.0,86.0,EA Tiburon,E10+
Arena Football,XB,1970,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,65.0,85.0,EA Tiburon,E10+
Arkanoid DS,DS,1970,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,61.0,70.0,Taito Corporation,E
ArmA II,PC,1970,Shooter,505 Games,0.0,0.12,0.0,0.02,0.14,77.0,75.0,Bohemia Interactive,M
ArmA III,PC,1970,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,74.0,74.0,Bohemia Interactive,M
Armed and Dangerous,XB,1970,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13,79.0,72.0,Planet Moon Studios,T
Armored Core 2,PS2,1970,Simulation,Ubisoft,0.28,0.22,0.23,0.07,0.79,78.0,84.0,From Software,T
Armored Core 2: Another Age,PS2,1970,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,75.0,88.0,From Software,T
Armored Core 3,PS2,1970,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,74.0,90.0,From Software,T
Armored Core 3 Portable,PSP,1970,Simulation,From Software,0.0,0.0,0.08,0.0,0.08,43.0,67.0,From Software,T
