Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales (in millions),EU_Sales (in millions),JP_Sales (in millions),Other_Sales (in millions),Global_Sales (in millions),Critic_Score,User_Score,Developer,Rating
Shrek: Forever After,X360,1970,Platform,Activision,0.1,0.0,0.0,0.01,0.11,62.0,62.0,Xpec,E10+
Shrek: Hassle at the Castle,GBA,1970,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,71.0,74.0,TOSE,E
Sid Meier's Civilization IV,PC,1970,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.16,94.0,83.0,Firaxis Games,E10+
Sid Meier's Civilization Revolution,X360,1970,Strategy,Take-Two Interactive,0.58,0.17,0.0,0.07,0.83,84.0,78.0,Firaxis Games,E10+
Sid Meier's Civilization Revolution,PS3,1970,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.09,0.78,85.0,77.0,Firaxis Games,E10+
Sid Meier's Civilization Revolution,DS,1970,Strategy,Take-Two Interactive,0.37,0.03,0.02,0.03,0.44,80.0,77.0,Firaxis Games,E10+
Sid Meier's Civilization V,PC,1970,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.17,1.68,90.0,79.0,Firaxis Games,E10+
Sid Meier's Civilization VI,PC,1970,Strategy,Take-Two Interactive,0.09,0.13,0.0,0.02,0.25,88.0,73.0,Firaxis Games,E10+
Sid Meier's Civilization: Beyond Earth,PC,1970,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.36,81.0,55.0,Firaxis Games,E10+
Sigma Star Saga,GBA,1970,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,68.0,82.0,WayForward,E10+
Silent Hill,PS,1970,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,86.0,92.0,KCET,M
Silent Hill 2,PS2,1970,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28,89.0,89.0,KCET,M
Silent Hill 2: Restless Dreams,XB,1970,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,84.0,83.0,KCET,M
Silent Hill 3,PS2,1970,Action,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71,85.0,88.0,KCET,M
Silent Hill 4: The Room,PS2,1970,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51,76.0,78.0,KCET,M
Silent Hill 4: The Room,XB,1970,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,76.0,83.0,KCET,M
Silent Hill HD Collection,PS3,1970,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32,70.0,48.0,Hijinx Studios,M
Silent Hill HD Collection,X360,1970,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69.0,56.0,Konami,M
Silent Hill: Book of Memories,PSV,1970,Action,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2,58.0,51.0,WayForward,M
Silent Hill: Downpour,PS3,1970,Action,Konami Digital Entertainment,0.21,0.15,0.04,0.06,0.46,64.0,69.0,Vatra,M
Silent Hill: Downpour,X360,1970,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,68.0,73.0,Konami,M
Silent Hill: Origins,PSP,1970,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,78.0,78.0,"Climax Group, Climax Studios",M
Silent Hill: Origins,PS2,1970,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,70.0,74.0,Climax Group,M
Silent Hill: Shattered Memories,PS2,1970,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77.0,68.0,Climax Group,M
Silent Hill: Shattered Memories,Wii,1970,Action,Konami Digital Entertainment,0.22,0.19,0.01,0.05,0.47,79.0,80.0,"Climax Group, Climax Studios",M
Silent Hill: Shattered Memories,PSP,1970,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,73.0,75.0,"Climax Group, Climax Studios",M
Silent Hunter 5: Battle of the Atlantic,PC,1970,Simulation,Ubisoft,0.0,0.21,0.0,0.05,0.25,62.0,35.0,Ubisoft Romania,T
Silent Hunter III,PC,1970,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,90.0,79.0,Ubisoft,T
Silent Hunter: Wolves of the Pacific,PC,1970,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,79.0,69.0,Ubisoft Romania,T
Silent Scope,GBA,1970,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,70.0,80.0,Now Production,T
Silent Scope Complete,XB,1970,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,69.0,74.0,Konami,M
Silhouette Mirage,PS,1970,Platform,ESP,0.03,0.02,0.0,0.0,0.05,69.0,75.0,Treasure,E
Silpheed: The Lost Planet,PS2,1970,Shooter,Swing! Entertainment,0.03,0.03,0.0,0.01,0.07,72.0,75.0,Treasure,T
SimAnimals,DS,1970,Simulation,Electronic Arts,0.26,0.2,0.0,0.05,0.52,70.0,75.0,Electronic Arts,E
SimAnimals,Wii,1970,Simulation,Electronic Arts,0.14,0.13,0.0,0.03,0.31,58.0,21.0,Electronic Arts,E
SimCity,PC,1970,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,64.0,22.0,Maxis,E10+
SimCity (2013),PC,1970,Simulation,Electronic Arts,0.48,0.77,0.0,0.17,1.42,64.0,22.0,Maxis,E10+
SimCity 2000,GBA,1970,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,62.0,78.0,Full-Fat,E
SimCity 4,PC,1970,Simulation,Electronic Arts,0.01,0.24,0.0,0.03,0.29,84.0,87.0,Maxis,E
SimCity Creator,Wii,1970,Simulation,Electronic Arts,0.36,0.02,0.04,0.04,0.46,67.0,68.0,Electronic Arts,E
SimCity Creator,DS,1970,Simulation,Electronic Arts,0.29,0.02,0.0,0.03,0.34,69.0,73.0,Electronic Arts,E
SimCity DS,DS,1970,Simulation,Electronic Arts,0.33,0.02,0.21,0.03,0.6,69.0,63.0,Aki Corp.,E
SimCity Societies,PC,1970,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,63.0,43.0,Tilted Mill,E10+
Sing Party,WiiU,1970,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,54.0,FreeStyleGames,E10+
SingStar,PS3,1970,Misc,Sony Computer Entertainment,0.45,0.56,0.0,0.12,1.13,82.0,59.0,SCEE London Studio,T
SingStar '80s,PS2,1970,Misc,Sony Computer Entertainment,0.27,0.02,0.0,1.02,1.3,78.0,83.0,SCEA,T
SingStar Abba,PS3,1970,Misc,Sony Computer Entertainment,0.27,0.5,0.0,0.16,0.93,70.0,55.0,SCEE London Studio,T
SingStar Dance,PS3,1970,Misc,Sony Computer Entertainment,0.09,0.31,0.0,0.11,0.52,65.0,39.0,SCEE London Studio,T
SingStar Pop,PS2,1970,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44,73.0,75.0,SCEE London Studio,E10+
Singularity,PC,1970,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,77.0,Raven Software,M
Sins of a Solar Empire,PC,1970,Strategy,Pinnacle,0.0,0.02,0.0,0.0,0.03,87.0,82.0,Ironclad Games,T
Siren,PS2,1970,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,72.0,78.0,SCE Japan Studio,M
Siren: Blood Curse,PS3,1970,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.01,0.27,78.0,81.0,SCE Japan Studio,M
Six Flags Fun Park,Wii,1970,Misc,Ubisoft,0.27,0.09,0.0,0.04,0.4,43.0,71.0,7 Studios,E10+
Six Flags Fun Park,DS,1970,Misc,Brash Entertainment,0.17,0.0,0.0,0.01,0.18,34.0,70.0,Brash Entertainment,E
Skate,X360,1970,Sports,Electronic Arts,0.62,0.03,0.0,0.06,0.71,86.0,84.0,EA Black Box,T
Skate,PS3,1970,Sports,Electronic Arts,0.29,0.04,0.0,0.03,0.37,85.0,82.0,EA Black Box,T
Skate 2,X360,1970,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,84.0,80.0,EA Black Box,T
Skate 2,PS3,1970,Sports,Electronic Arts,0.46,0.25,0.01,0.12,0.84,84.0,78.0,EA Black Box,T
Skate 3,X360,1970,Sports,Electronic Arts,1.47,0.93,0.0,0.24,2.63,80.0,80.0,EA Black Box,T
Skate 3,PS3,1970,Sports,Electronic Arts,0.79,0.88,0.0,0.32,1.98,80.0,76.0,EA Black Box,T
Skate it,Wii,1970,Sports,Electronic Arts,0.5,0.03,0.0,0.04,0.58,70.0,84.0,Electronic Arts,E
Skate it,DS,1970,Sports,Electronic Arts,0.14,0.02,0.0,0.01,0.17,72.0,78.0,Exient Entertainment,E
Skies of Arcadia,DC,1970,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09,93.0,94.0,Overworks,T
Skies of Arcadia Legends,GC,1970,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,84.0,92.0,Overworks,T
Sky Odyssey,PS2,1970,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,79.0,84.0,CAProduction,E
Skylanders Giants,Wii,1970,Action,Activision,1.48,0.83,0.0,0.21,2.52,78.0,70.0,Toys for Bob,E10+
Skylanders Giants,X360,1970,Action,Activision,0.75,0.44,0.0,0.11,1.3,80.0,66.0,Toys for Bob,E10+
Skylanders Giants,PS3,1970,Action,Activision,0.36,0.49,0.0,0.2,1.06,77.0,63.0,Toys for Bob,E10+
Skylanders Giants,WiiU,1970,Action,Activision,0.22,0.12,0.0,0.03,0.37,80.0,69.0,Vicarious Visions,E10+
Skylanders Giants,3DS,1970,Action,Activision,0.12,0.01,0.0,0.01,0.14,59.0,50.0,n-Space,E10+
Skylanders Imaginators,PS4,1970,Platform,Activision,0.04,0.08,0.0,0.02,0.14,80.0,55.0,Toys for Bob,E10+
Skylanders Imaginators,XOne,1970,Platform,Activision,0.05,0.04,0.0,0.01,0.1,78.0,60.0,Toys for Bob,E10+
Skylanders SWAP Force,X360,1970,Platform,Activision,0.86,0.34,0.0,0.12,1.32,83.0,57.0,Vicarious Visions,E10+
Skylanders SWAP Force,PS3,1970,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83.0,53.0,Vicarious Visions,E10+
Skylanders SWAP Force,WiiU,1970,Platform,Activision,0.38,0.15,0.0,0.05,0.58,89.0,60.0,Vicarious Visions,E10+
Skylanders SWAP Force,PS4,1970,Platform,Activision,0.2,0.12,0.0,0.06,0.39,79.0,52.0,Vicarious Visions,E10+
Skylanders SWAP Force,3DS,1970,Platform,Activision,0.1,0.12,0.0,0.02,0.24,68.0,64.0,n-Space,E10+
Skylanders: Spyro's Adventure,Wii,1970,Action,Activision,1.35,1.13,0.0,0.3,2.78,81.0,56.0,Toys for Bob,E10+
Skylanders: Spyro's Adventure,X360,1970,Action,Activision,0.53,0.34,0.0,0.1,0.97,78.0,52.0,Toys for Bob,E10+
Skylanders: Spyro's Adventure,PS3,1970,Action,Activision,0.39,0.39,0.0,0.16,0.94,77.0,48.0,Toys for Bob,E10+
Skylanders: Spyro's Adventure,3DS,1970,Action,Activision,0.32,0.2,0.0,0.05,0.57,82.0,49.0,Vicarious Visions,E10+
Skylanders: SuperChargers,WiiU,1970,Action,Activision,0.25,0.19,0.0,0.04,0.48,87.0,56.0,Vicarious Visions,E10+
Skylanders: SuperChargers,PS4,1970,Action,Activision,0.17,0.08,0.0,0.05,0.31,81.0,33.0,Vicarious Visions,E10+
Skylanders: SuperChargers,XOne,1970,Action,Activision,0.17,0.05,0.0,0.02,0.24,76.0,55.0,Vicarious Visions,E10+
Skylanders: Trap Team,WiiU,1970,Action,Activision,0.38,0.26,0.0,0.06,0.7,86.0,71.0,Toys for Bob,E10+
Skylanders: Trap Team,PS4,1970,Action,Activision,0.19,0.18,0.0,0.07,0.44,78.0,56.0,Toys for Bob,E10+
Sled Storm,PS2,1970,Racing,Electronic Arts,0.22,0.17,0.0,0.06,0.45,73.0,77.0,Electronic Arts,T
Sleeping Dogs,PS3,1970,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83.0,77.0,United Front Games,M
Sleeping Dogs,X360,1970,Action,Square Enix ,0.38,0.4,0.01,0.08,0.87,80.0,79.0,United Front Games,M
Sleeping Dogs,PC,1970,Action,Square Enix ,0.06,0.05,0.0,0.01,0.12,81.0,82.0,United Front Games,M
Sly 2: Band of Thieves,PS2,1970,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,88.0,90.0,Sucker Punch,E
Sly 3: Honor Among Thieves,PS2,1970,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,83.0,88.0,Sucker Punch,E10+
Sly Cooper and the Thievius Raccoonus,PS2,1970,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,86.0,86.0,Sucker Punch,E
Sly Cooper: Thieves in Time,PS3,1970,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,0.08,0.54,75.0,83.0,Sanzaru Games,E10+
Sly Cooper: Thieves in Time,PSV,1970,Platform,Sony Computer Entertainment Europe,0.13,0.06,0.0,0.06,0.25,75.0,82.0,Sanzaru Games,E10+
Smart Bomb,PSP,1970,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01,0.08,45.0,54.0,Core Design Ltd.,E10+
Smarty Pants,Wii,1970,Misc,Electronic Arts,0.52,0.75,0.0,0.16,1.43,65.0,76.0,Planet Moon Studios,E
Smash Cars,PS2,1970,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,67.0,90.0,Creat Studios,E
Smash Court Tennis 3,PSP,1970,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68.0,63.0,"Namco Bandai Games America, Namco Bandai Games",E
Smash Court Tennis Pro Tournament,PS2,1970,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,73.0,74.0,Namco,E
Smash Court Tennis Pro Tournament 2,PS2,1970,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,74.0,91.0,Namco,E
Smuggler's Run,PS2,1970,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,79.0,68.0,Rockstar San Diego,T
Smuggler's Run,GBA,1970,Racing,Rebellion,0.01,0.0,0.0,0.0,0.01,41.0,43.0,Destination Software,E
Smuggler's Run: Warzones,GC,1970,Misc,Take-Two Interactive,0.06,0.02,0.0,0.0,0.08,79.0,69.0,Rockstar San Diego,T
Sneakers,XB,1970,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,28.0,46.0,Media Vision,E
Sniper Elite,PS2,1970,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,76.0,89.0,Rebellion,M
Sniper Elite,XB,1970,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.09,77.0,85.0,Rebellion,M
Sniper Elite,PC,1970,Shooter,MC2 Entertainment,0.0,0.01,0.0,0.0,0.02,76.0,80.0,Rebellion,M
Sniper Elite 3,PS4,1970,Shooter,505 Games,0.24,0.34,0.0,0.11,0.68,67.0,71.0,Rebellion,M
Sniper Elite 3,XOne,1970,Shooter,505 Games,0.2,0.11,0.0,0.03,0.35,63.0,66.0,Rebellion,M
Sniper Elite V2,PS3,1970,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.0,69.0,Rebellion,M
Sniper Elite V2,X360,1970,Shooter,505 Games,0.46,0.28,0.02,0.07,0.84,67.0,68.0,Rebellion,M
Sniper Elite V2,WiiU,1970,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02,58.0,58.0,Rebellion,M
Sniper: Art of Victory,PC,1970,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49,36.0,36.0,City Interactive,M
Sniper: Ghost Warrior,X360,1970,Shooter,City Interactive,0.54,0.5,0.0,0.12,1.16,45.0,58.0,City Interactive,M
Sniper: Ghost Warrior,PS3,1970,Shooter,City Interactive,0.27,0.34,0.04,0.13,0.79,53.0,60.0,City Interactive,M
Sniper: Ghost Warrior,PC,1970,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16,55.0,55.0,City Interactive,M
Sniper: Ghost Warrior 2,PS3,1970,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52.0,60.0,City Interactive,M
Sniper: Ghost Warrior 2,X360,1970,Shooter,City Interactive,0.06,0.12,0.0,0.02,0.2,52.0,57.0,City Interactive,M
Sniper: Ghost Warrior 2,PC,1970,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08,52.0,58.0,City Interactive,M
SNK Arcade Classics Vol. 1,Wii,1970,Misc,Ignition Entertainment,0.06,0.0,0.0,0.0,0.07,73.0,80.0,SNK Playmore,T
SNK vs. Capcom Card Fighters DS,DS,1970,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1,48.0,48.0,SNK Playmore,T
Snoopy vs the Red Baron,PSP,1970,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05,76.0,78.0,Smart Bomb Interactive,E10+
SOCOM 3: U.S. Navy SEALs,PS2,1970,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82.0,88.0,Zipper Interactive,M
SOCOM 4: U.S. Navy SEALs,PS3,1970,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,67.0,63.0,Zipper Interactive,M
SOCOM II: U.S. Navy SEALs,PS2,1970,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87.0,90.0,Zipper Interactive,M
SOCOM: U.S. Navy SEALs,PS2,1970,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,79.0,Zipper Interactive,M
SOCOM: U.S. Navy SEALs Confrontation,PS3,1970,Shooter,Sony Computer Entertainment,0.94,0.16,0.02,0.13,1.25,63.0,69.0,Slant Six,M
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,1970,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,82.0,86.0,Zipper Interactive,M
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,1970,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,81.0,90.0,Zipper Interactive,T
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,1970,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44,74.0,80.0,Slant Six,T
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,1970,Shooter,Sony Computer Entertainment,1.74,0.02,0.0,0.28,2.04,72.0,90.0,Zipper Interactive,T
Solatorobo: Red the Hunter,DS,1970,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.2,76.0,79.0,CyberConnect2,E10+
Soldier of Fortune II: Double Helix,XB,1970,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,61.0,65.0,Gratuitous Games,M
Soldier of Fortune: Gold Edition,PS2,1970,Shooter,Codemasters,0.27,0.21,0.0,0.07,0.56,59.0,68.0,Pipe Dream Interactive,M
Soldier of Fortune: Payback,X360,1970,Shooter,Activision,0.18,0.0,0.0,0.02,0.2,50.0,56.0,Cauldron Ltd.,M
Soldier of Fortune: Payback,PS3,1970,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,50.0,54.0,Cauldron Ltd.,M
Song of the Deep,PS4,1970,Action,Insomniac Games,0.06,0.0,0.0,0.01,0.08,69.0,73.0,Insomniac Games,E
Song of the Deep,XOne,1970,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,66.0,69.0,Insomniac Games,E
Song of the Deep,PC,1970,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03,73.0,63.0,Insomniac Games,E
Sonic Advance,GBA,1970,Platform,Sega,1.19,0.71,0.22,0.13,2.24,87.0,81.0,Sonic Team,E
Sonic Advance 2,GBA,1970,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83.0,83.0,Dimps Corporation,E
Sonic Advance 3,GBA,1970,Platform,THQ,0.74,0.52,0.08,0.06,1.4,79.0,84.0,Dimps Corporation,E
Sonic Adventure 2,DC,1970,Platform,Sega,0.0,0.0,0.12,0.0,0.12,89.0,86.0,Sonic Team,E
Sonic Adventure 2 Battle,GC,1970,Platform,Sega,1.7,0.59,0.21,0.07,2.56,73.0,83.0,Sonic Team,E
Sonic Adventure DX: Director's Cut,GC,1970,Platform,Sega,0.87,0.3,0.06,0.03,1.27,57.0,79.0,Sonic Team,E
Sonic and the Black Knight,Wii,1970,Platform,Sega,0.64,0.34,0.01,0.1,1.09,54.0,69.0,Sonic Team,E10+
Sonic and the Secret Rings,Wii,1970,Platform,Sega,1.21,1.19,0.04,0.29,2.73,69.0,66.0,Sonic Team,E
Sonic Boom: Rise of Lyric,WiiU,1970,Action,Sega,0.19,0.09,0.0,0.03,0.31,32.0,36.0,Big Red Button Entertainment,E10+
Sonic Boom: Shattered Crystal,3DS,1970,Action,Sega,0.17,0.09,0.0,0.03,0.29,47.0,63.0,Sanzaru Games,E
Sonic Chronicles: The Dark Brotherhood,DS,1970,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88,74.0,73.0,BioWare,E
Sonic Classic Collection,DS,1970,Platform,Sega,0.92,0.73,0.0,0.17,1.83,70.0,75.0,Creative Assembly,E
Sonic Colors,Wii,1970,Platform,Sega,0.92,0.6,0.01,0.15,1.68,78.0,85.0,Sonic Team,E
Sonic Colors,DS,1970,Platform,Sega,0.69,0.47,0.01,0.12,1.29,79.0,79.0,Dimps Corporation,E
Sonic Free Riders,X360,1970,Racing,Sega,0.74,0.25,0.0,0.09,1.09,47.0,21.0,Sega,E
Sonic Generations,PS3,1970,Platform,Sega,0.6,0.69,0.02,0.26,1.58,76.0,82.0,Sega,E
Sonic Generations,X360,1970,Platform,Sega,0.71,0.53,0.0,0.13,1.38,77.0,83.0,"Sega, Sonic Team",E
Sonic Generations,3DS,1970,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66.0,69.0,"Sega, Dimps Corporation",E
Sonic Generations,PC,1970,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77.0,83.0,Sega,E
Sonic Heroes,PS2,1970,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64.0,78.0,Sonic Team,E
Sonic Heroes,GC,1970,Platform,Sega,1.05,0.44,0.06,0.04,1.6,72.0,78.0,Sonic Team,E
Sonic Heroes,XB,1970,Platform,Sega,0.41,0.43,0.01,0.05,0.9,73.0,76.0,Sonic Team,E
Sonic Lost World,3DS,1970,Platform,Sega,0.24,0.14,0.07,0.03,0.49,59.0,65.0,Dimps Corporation,E10+
Sonic Lost World,WiiU,1970,Platform,Sega,0.23,0.12,0.01,0.03,0.39,63.0,73.0,Sonic Team,E10+
Sonic Mega Collection,GC,1970,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05,75.0,88.0,Sonic Team,E
Sonic Mega Collection Plus,PS2,1970,Misc,Sega,1.54,1.14,0.0,0.22,2.9,73.0,86.0,Sonic Team,E
Sonic Mega Collection Plus,XB,1970,Misc,Sega,0.61,0.26,0.0,0.04,0.91,75.0,79.0,Sonic Team,E
Sonic Riders,GC,1970,Racing,Sega,0.71,0.18,0.0,0.03,0.92,59.0,80.0,Sonic Team,E
Sonic Riders,PS2,1970,Racing,Sega,0.42,0.02,0.0,0.07,0.5,55.0,72.0,Sonic Team,E
Sonic Riders,XB,1970,Racing,Sega,0.1,0.03,0.0,0.0,0.13,56.0,81.0,Sonic Team,E
Sonic Riders: Zero Gravity,Wii,1970,Racing,Sega,0.48,0.32,0.02,0.09,0.91,56.0,81.0,Sonic Team,E
Sonic Riders: Zero Gravity,PS2,1970,Racing,Sega,0.09,0.07,0.0,0.02,0.18,56.0,83.0,Sonic Team,E
Sonic Rivals,PSP,1970,Racing,Sega,0.73,0.42,0.0,0.27,1.42,64.0,78.0,Backbone Entertainment,E
Sonic Rivals 2,PSP,1970,Racing,Sega,0.44,0.67,0.0,0.37,1.48,60.0,78.0,Backbone Entertainment,E
Sonic Rush,DS,1970,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,85.0,"Dimps Corporation, Sonic Team",E
Sonic Rush Adventure,DS,1970,Platform,Sega,0.53,0.48,0.01,0.12,1.15,78.0,82.0,Dimps Corporation,E
Sonic the Hedgehog,PS3,1970,Platform,Sega,0.41,0.06,0.04,0.66,1.16,43.0,41.0,Sonic Team,E10+
Sonic the Hedgehog,X360,1970,Platform,Sega,0.44,0.48,0.0,0.11,1.04,46.0,44.0,Sega,E10+
Sonic Unleashed,Wii,1970,Platform,Sega,1.26,0.67,0.02,0.21,2.16,66.0,73.0,Sonic Team,E10+
Sonic Unleashed,PS3,1970,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54.0,79.0,Sonic Team,E10+
Sonic Unleashed,X360,1970,Platform,Sega,0.54,0.32,0.0,0.09,0.95,60.0,78.0,Sonic Team,E10+
Sonic Unleashed,PS2,1970,Platform,Sega,0.37,0.04,0.0,0.36,0.76,66.0,67.0,Sonic Team,E10+
Sonic's Ultimate Genesis Collection,PS3,1970,Misc,Sega,1.34,0.6,0.0,0.31,2.26,80.0,86.0,Backbone Entertainment,E10+
Sonic's Ultimate Genesis Collection,X360,1970,Misc,Sega,0.85,0.43,0.0,0.13,1.41,79.0,85.0,Backbone Entertainment,E10+
Sorcery,PS3,1970,Action,Sony Computer Entertainment,0.14,0.11,0.0,0.05,0.29,70.0,73.0,The Workshop,E10+
Sorcery Saga: The Curse of the Great Curry God,PSV,1970,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,65.0,73.0,Zerodiv,T
Soul Bubbles,DS,1970,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01,0.08,78.0,80.0,Mekensleep,E
Soul Reaver 2,PS2,1970,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55,80.0,85.0,Crystal Dynamics,M
Soul Sacrifice,PSV,1970,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06,0.51,77.0,82.0,"SCE Japan Studio, comcept",M
Soul Sacrifice Delta,PSV,1970,Action,Sony Computer Entertainment,0.0,0.08,0.12,0.02,0.22,82.0,84.0,SCE Japan Studio,M
SoulCalibur,DC,1970,Fighting,Namco Bandai Games,0.0,0.0,0.34,0.0,0.34,98.0,88.0,Namco,T
SoulCalibur II,PS2,1970,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06,92.0,88.0,Namco,T
SoulCalibur II,GC,1970,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,93.0,91.0,Namco,T
SoulCalibur II,XB,1970,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,92.0,89.0,Namco,T
SoulCalibur III,PS2,1970,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,86.0,84.0,Namco,T
SoulCalibur IV,X360,1970,Fighting,Ubisoft,0.92,0.43,0.07,0.15,1.58,85.0,79.0,Namco,T
SoulCalibur IV,PS3,1970,Fighting,Ubisoft,0.72,0.4,0.14,0.2,1.46,85.0,79.0,Namco,T
SoulCalibur Legends,Wii,1970,Action,Namco Bandai Games,0.16,0.01,0.0,0.01,0.18,52.0,57.0,Namco Bandai Games,T
SoulCalibur V,PS3,1970,Fighting,Namco Bandai Games,0.35,0.23,0.07,0.09,0.75,81.0,67.0,Project Soul,T
SoulCalibur V,X360,1970,Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,77.0,62.0,Project Soul,T
SoulCalibur: Broken Destiny,PSP,1970,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,80.0,62.0,Bandai Namco Games,T
South Park: The Stick of Truth,PS3,1970,Role-Playing,Ubisoft,0.43,0.34,0.0,0.16,0.92,85.0,85.0,Obsidian Entertainment,M
